Record_ID,Week_Starting,Month,Quarter,Centre_Name,Centre_Type,Country,Agent_ID,Agent_Name,Team_Leader,Shift_Pattern,Contracted_Hours_pw,Calls_Handled,Emails_Handled,Chats_Handled,Total_Interactions,AHT_Seconds,ACW_Seconds,Hold_Time_Avg_Seconds,FCR_Percent,Quality_Score_Percent,Fatal_Error_This_Week,Performance_Band,CSAT_Score_1to5,NPS_Avg_Response_0to10,NPS_Score_Calculated,NPS_Responses_Count,Schedule_Adherence_Percent,Occupancy_Percent,Shrinkage_Percent,Absence_Days_This_Week,Return_To_Work_Discussion,Late_Arrivals,Coaching_Sessions_Attended,Training_Hours_Completed,Escalations,Complaints_Raised,Complaints_Resolved_Same_Week,Transfers_Out,Bookings_Handled,Amendments_Handled,Refunds_Processed,Baggage_Claims_Handled,Special_Assistance_Requests,Executive_Club_Queries,Disruption_Cases_Handled,Upsell_Revenue_GBP,SLA_Answered_Within_20s_Percent
BA00473,24/11/2025,November 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR003,Bartosz Kaczmarek,Piotr Kowalski,Late (13:00-21:00),37.5,78,11,21,110,339,63,43,76.3,83.7,N,Meets,3.8,6.6,-11,18,88.3,78.7,15.6,0.0,N,3,3,2.8,4,0,0,7,9,28,4,2,1,6,6,107,69.3
BA00474,24/11/2025,November 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR004,Natalia Wisniewska,Aleksander Nowak,Late (13:00-21:00),37.5,104,17,13,134,339,60,65,75.3,84.3,N,Meets,3.9,7.9,25,17,87.1,80.7,15.7,0.6,Y,2,2,2.8,5,0,0,3,16,23,4,3,1,5,10,128,81.4
BA00475,24/11/2025,November 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR005,Grzegorz Dabrowski,Katarzyna Wójcik,Standard (09:00-17:00),25.0,73,17,22,112,350,73,78,75.8,82.4,N,Meets,3.5,6.3,-20,12,90.3,76.8,16.9,2.9,Y,3,2,2.2,4,3,0,8,25,20,5,4,1,15,8,144,74.4
BA00476,24/11/2025,November 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR006,Monika Pawlak,Piotr Kowalski,Late (13:00-21:00),25.0,99,13,22,134,359,76,41,78.4,76.6,N,Developing,4.1,8.5,42,14,92.9,80.6,17.2,1.4,Y,0,2,3.0,6,3,3,5,12,32,4,5,1,4,9,160,69.4
BA00477,24/11/2025,November 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR007,Szymon Kowalczyk,Aleksander Nowak,Early (07:00-15:00),30.0,91,11,10,112,373,77,67,79.3,80.4,N,Meets,3.6,6.5,-14,18,83.6,84.5,14.5,0.7,Y,2,3,2.2,3,4,2,5,15,30,9,5,4,11,3,118,77.1
BA00478,24/11/2025,November 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR008,Karolina Ostrowska,Katarzyna Wójcik,Standard (09:00-17:00),30.0,91,18,14,123,353,73,48,71.8,80.8,N,Meets,4.2,7.2,6,9,83.2,77.4,16.0,1.8,Y,2,3,1.6,3,0,0,10,16,31,7,7,2,6,8,201,76.2
BA00479,24/11/2025,November 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR009,Marek Grabowski,Piotr Kowalski,Standard (09:00-17:00),37.5,84,19,19,122,350,82,46,72.0,84.8,N,Meets,3.6,8.1,31,13,83.8,78.9,18.8,1.7,Y,2,1,2.1,2,1,1,7,12,25,2,9,2,7,3,123,72.7
BA00480,24/11/2025,November 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR010,Ewa Michalska,Aleksander Nowak,Split (08:00-16:00),37.5,100,16,12,128,334,57,58,76.5,80.9,N,Meets,4.0,8.5,42,11,88.2,79.0,16.0,1.8,Y,3,2,2.8,1,3,2,7,16,20,4,6,1,4,9,60,72.9
BA00481,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS001,Emma Thompson,Sarah Mitchell,Early (07:00-15:00),37.5,94,29,22,145,277,57,44,88.1,91.6,N,Exceeds,4.3,8.9,53,16,93.9,78.2,8.3,1.4,Y,1,2,1.1,2,1,0,6,27,37,5,9,7,13,11,231,86.9
BA00482,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS002,Oliver Harris,James Crawford,Late (13:00-21:00),37.5,87,24,20,131,296,37,54,84.6,93.7,N,Exceeds,4.3,8.8,50,28,93.0,85.1,8.6,1.1,Y,1,2,1.0,3,2,0,3,17,35,11,3,6,14,15,342,91.3
BA00483,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS003,Charlotte Davies,Priya Sharma,Standard (09:00-17:00),37.5,120,17,16,153,300,35,26,89.8,93.2,N,Exceeds,4.6,8.0,28,27,92.3,80.2,9.4,0.4,Y,0,1,1.3,2,1,0,4,35,41,11,3,6,20,9,392,83.3
BA00484,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS004,George Wilson,Sarah Mitchell,Early (07:00-15:00),25.0,111,17,11,139,309,37,43,91.9,88.1,N,Meets,4.5,7.9,25,17,94.4,79.5,8.0,0.9,Y,1,2,1.3,3,0,0,2,21,44,14,7,4,11,10,273,87.7
BA00485,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS005,Amelia Brown,James Crawford,Early (07:00-15:00),30.0,103,29,10,142,272,36,37,91.2,89.6,N,Meets,4.6,9.5,70,18,93.2,83.7,12.5,1.2,Y,0,2,1.0,0,2,2,6,35,27,14,7,3,16,5,298,83.1
BA00486,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS006,Harry Taylor,Priya Sharma,Split (08:00-16:00),37.5,96,25,16,137,313,40,54,88.4,91.1,N,Exceeds,4.5,9.1,59,21,96.8,84.7,13.6,0.7,Y,0,1,1.8,0,2,1,5,16,20,9,3,4,15,11,513,89.8
BA00487,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS007,Sophie Johnson,Sarah Mitchell,Early (07:00-15:00),37.5,95,18,11,124,266,44,49,84.3,91.3,N,Exceeds,4.3,9.0,56,16,93.6,87.3,13.3,0.1,Y,0,1,1.9,0,1,1,4,20,20,6,4,7,11,12,436,91.3
BA00488,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS008,Jack Roberts,James Crawford,Standard (09:00-17:00),37.5,102,23,10,135,308,47,25,84.3,88.5,N,Meets,4.5,8.7,48,26,94.5,87.7,11.5,0.2,Y,0,1,1.9,2,2,2,6,24,43,12,6,8,12,5,483,86.3
BA00489,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS009,Isabella Martin,Priya Sharma,Early (07:00-15:00),30.0,97,22,24,143,292,52,55,90.3,94.7,N,Exceeds,4.7,9.6,73,13,93.7,78.9,10.2,1.3,Y,1,1,1.1,2,0,0,6,32,37,7,8,7,18,10,348,85.1
BA00490,01/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS010,William Jackson,Sarah Mitchell,Standard (09:00-17:00),25.0,110,26,24,160,296,56,42,87.7,94.0,N,Exceeds,4.8,9.2,62,14,95.6,86.8,10.0,1.2,Y,1,2,1.2,1,0,0,1,25,36,18,5,6,13,13,463,93.0
BA00491,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC001,Liam White,Tom Blackwood,Split (08:00-16:00),37.5,85,25,20,130,292,56,64,78.4,86.2,N,Meets,4.0,9.1,59,10,90.0,81.1,15.7,0.2,Y,2,1,1.5,2,1,1,5,15,28,15,8,5,20,10,357,85.2
BA00492,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC002,Grace Hall,Claire Atkinson,Split (08:00-16:00),30.0,100,15,17,132,294,66,42,85.2,88.4,N,Meets,4.4,8.0,28,18,94.4,80.4,15.5,0.5,Y,2,2,0.9,3,0,0,4,18,35,14,4,7,9,4,98,76.4
BA00493,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC003,Noah Clark,Kevin Foster,Late (13:00-21:00),37.5,82,15,10,107,312,70,52,84.6,91.5,N,Exceeds,3.9,8.5,42,19,90.4,79.3,11.3,0.5,Y,1,2,1.5,4,0,0,2,27,19,11,8,3,6,8,332,88.1
BA00494,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC004,Emily Lewis,Tom Blackwood,Standard (09:00-17:00),25.0,99,24,16,139,287,70,61,85.6,82.3,N,Meets,4.0,8.0,28,14,92.3,75.9,14.3,1.0,Y,2,1,1.2,2,2,2,3,27,19,9,7,5,18,11,200,84.6
BA00495,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC005,Ethan Lee,Claire Atkinson,Split (08:00-16:00),37.5,81,12,18,111,317,45,59,80.7,86.4,N,Meets,4.2,8.8,50,22,95.4,82.2,10.3,1.9,Y,2,1,1.5,3,0,0,3,26,27,6,3,3,15,9,308,77.5
BA00496,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC006,Mia Walker,Kevin Foster,Late (13:00-21:00),37.5,84,25,9,118,326,68,41,85.7,89.4,N,Meets,3.9,8.1,31,12,89.8,84.5,13.5,0.8,Y,1,1,1.6,0,0,0,2,17,22,6,3,4,13,9,310,76.3
BA00497,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC007,Lucas Allen,Tom Blackwood,Standard (09:00-17:00),37.5,108,23,13,144,312,42,34,78.9,87.6,N,Meets,4.4,7.4,11,20,90.9,79.4,15.5,0.6,Y,0,1,0.5,0,3,0,6,17,39,7,10,6,14,9,375,79.7
BA00498,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC008,Ava Scott,Claire Atkinson,Early (07:00-15:00),37.5,79,24,18,121,293,63,55,78.1,83.5,N,Meets,3.9,8.0,28,22,88.1,80.8,11.6,0.5,Y,2,1,1.0,1,0,0,4,19,33,16,6,2,16,11,334,82.7
BA00499,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC009,Mason Young,Kevin Foster,Split (08:00-16:00),37.5,81,14,14,109,317,44,34,82.8,83.3,N,Meets,4.5,8.4,39,11,92.5,77.7,14.5,0.3,Y,2,2,1.9,2,0,0,5,13,31,4,8,7,12,4,188,85.4
BA00500,01/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC010,Isla King,Tom Blackwood,Late (13:00-21:00),37.5,98,18,15,131,341,53,40,80.4,89.9,N,Meets,4.2,8.8,50,17,94.2,79.8,10.2,1.2,Y,0,1,1.6,1,1,1,8,13,29,8,9,3,13,14,264,80.2
BA00501,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN001,Jayson Dela Cruz,Gemma Ocampo,Late (13:00-21:00),37.5,114,19,22,155,312,60,56,73.1,88.7,N,Meets,4.0,8.6,45,15,90.8,82.8,12.4,1.0,Y,2,2,2.9,3,3,3,5,20,26,6,5,3,9,6,271,77.0
BA00502,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN002,Rosalie Mendoza,Ronald Sy,Split (08:00-16:00),30.0,106,14,20,140,319,66,58,80.6,86.9,N,Meets,4.1,8.1,31,13,93.2,82.4,13.0,2.0,Y,2,3,2.8,2,1,0,5,20,21,13,9,3,8,9,183,82.8
BA00503,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN003,Brian Santos,Aileen Tan,Early (07:00-15:00),37.5,109,18,22,149,345,45,39,74.3,88.1,N,Meets,4.4,8.0,28,17,90.1,86.9,15.5,2.4,Y,1,3,2.1,2,2,0,6,11,29,13,9,5,6,10,171,77.8
BA00504,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN004,Christine Reyes,Gemma Ocampo,Early (07:00-15:00),30.0,87,12,17,116,308,62,69,75.2,80.7,N,Meets,4.2,8.3,36,21,92.2,78.3,17.3,0.1,Y,2,1,1.0,3,0,0,6,19,29,6,5,2,14,12,206,83.3
BA00505,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN005,Mark Villanueva,Ronald Sy,Late (13:00-21:00),25.0,115,15,19,149,344,51,69,79.4,89.7,N,Meets,4.4,7.9,25,11,91.1,82.8,17.8,0.4,Y,1,1,1.2,4,2,0,5,17,30,12,4,2,8,7,87,72.0
BA00506,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN006,Patricia Torres,Aileen Tan,Late (13:00-21:00),30.0,99,16,24,139,314,68,59,82.2,84.4,N,Meets,4.2,7.1,3,10,90.9,79.0,17.3,1.0,Y,1,2,2.6,5,0,0,7,20,16,10,10,5,11,10,215,75.1
BA00507,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN007,Roberto Garcia,Gemma Ocampo,Standard (09:00-17:00),25.0,89,21,14,124,335,56,60,75.3,82.1,N,Meets,4.2,8.2,34,13,89.4,85.7,17.8,2.0,Y,2,3,1.5,1,3,1,9,10,28,12,7,3,11,3,185,78.5
BA00508,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN008,Marisol Bautista,Ronald Sy,Early (07:00-15:00),37.5,108,16,14,138,315,50,49,82.2,82.6,N,Meets,4.2,7.4,11,19,90.8,78.2,12.2,2.3,Y,1,2,1.1,2,2,1,3,15,18,12,10,1,9,4,194,86.0
BA00509,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN009,Eduardo Castillo,Aileen Tan,Standard (09:00-17:00),37.5,108,12,21,141,303,52,40,79.5,81.7,N,Meets,4.1,7.6,17,22,93.1,86.5,17.6,1.0,Y,0,2,2.1,4,1,0,4,17,16,6,3,1,17,4,128,84.3
BA00510,01/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN010,Josephine Ramos,Gemma Ocampo,Early (07:00-15:00),37.5,91,18,15,124,318,52,35,75.9,85.3,N,Meets,3.8,7.9,25,14,90.6,76.2,15.0,0.4,Y,0,2,1.3,1,2,2,9,14,20,6,7,5,17,7,178,75.7
BA00511,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR001,Dawid Malinowski,Aleksander Nowak,Early (07:00-15:00),37.5,81,19,11,111,310,68,69,73.9,79.2,N,Developing,3.8,6.5,-14,20,87.0,79.5,17.2,0.2,Y,3,3,3.4,3,4,0,9,16,30,8,4,5,11,5,49,70.3
BA00512,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR002,Marta Jablonska,Katarzyna Wójcik,Late (13:00-21:00),37.5,93,12,11,116,335,51,53,72.7,78.5,N,Developing,3.9,7.1,3,10,87.5,80.1,20.1,1.1,Y,1,3,3.0,4,3,2,6,12,14,5,9,3,11,9,159,78.4
BA00513,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR003,Bartosz Kaczmarek,Piotr Kowalski,Late (13:00-21:00),37.5,93,11,17,121,347,73,43,71.6,85.2,N,Meets,4.1,8.5,42,18,91.7,73.9,16.4,2.7,Y,3,1,3.3,4,1,0,4,19,24,5,6,5,6,3,65,69.3
BA00514,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR004,Natalia Wisniewska,Aleksander Nowak,Late (13:00-21:00),37.5,105,12,10,127,368,72,79,71.2,79.4,Y,Developing,3.8,6.6,-11,20,88.2,74.5,17.5,0.1,Y,3,2,2.9,1,4,2,4,12,26,7,9,3,6,5,90,68.5
BA00515,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR005,Grzegorz Dabrowski,Katarzyna Wójcik,Standard (09:00-17:00),25.0,94,12,16,122,382,62,66,77.4,77.1,N,Developing,4.1,6.2,-22,14,88.5,76.1,21.3,2.9,Y,0,1,1.4,1,0,0,7,23,16,5,9,2,14,10,69,68.3
BA00516,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR006,Monika Pawlak,Piotr Kowalski,Late (13:00-21:00),25.0,99,20,15,134,352,70,73,69.0,81.0,N,Meets,4.0,8.5,42,19,88.9,81.2,20.4,1.7,Y,1,1,3.0,4,3,2,10,16,24,10,6,4,15,9,53,82.2
BA00517,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR007,Szymon Kowalczyk,Aleksander Nowak,Early (07:00-15:00),30.0,89,20,14,123,329,56,74,73.6,77.7,N,Developing,3.8,6.5,-14,14,87.2,77.0,14.6,2.6,Y,1,3,2.2,6,1,0,4,18,15,8,8,4,6,9,161,82.7
BA00518,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR008,Karolina Ostrowska,Katarzyna Wójcik,Standard (09:00-17:00),30.0,91,13,11,115,340,68,55,74.9,79.5,N,Developing,3.6,7.3,8,10,89.0,80.1,20.8,1.8,Y,0,1,1.2,6,3,3,3,12,31,8,9,1,16,5,53,67.0
BA00519,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR009,Marek Grabowski,Piotr Kowalski,Standard (09:00-17:00),37.5,81,8,12,101,349,71,46,67.5,75.4,N,Developing,3.9,8.2,34,8,89.1,82.9,15.5,1.7,Y,1,2,3.1,4,2,2,4,16,32,6,3,5,8,5,56,74.4
BA00520,01/12/2025,December 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR010,Ewa Michalska,Aleksander Nowak,Split (08:00-16:00),37.5,86,10,20,116,353,60,70,77.5,75.4,N,Developing,3.8,7.4,11,16,86.1,80.8,20.5,2.1,Y,3,1,3.0,3,3,1,8,14,21,9,4,2,4,4,55,76.4
BA00521,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS001,Emma Thompson,Sarah Mitchell,Early (07:00-15:00),37.5,92,19,13,124,285,53,32,90.5,90.7,N,Exceeds,4.5,8.0,28,15,97.6,84.7,12.0,0.4,Y,1,1,1.8,0,2,0,3,20,32,8,8,2,8,5,269,87.7
BA00522,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS002,Oliver Harris,James Crawford,Late (13:00-21:00),37.5,116,29,22,167,310,48,46,86.8,94.0,N,Exceeds,4.7,9.4,67,17,92.0,85.8,13.7,1.2,Y,1,1,1.2,2,1,0,2,16,24,8,10,4,22,8,509,85.2
BA00523,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS003,Charlotte Davies,Priya Sharma,Standard (09:00-17:00),37.5,87,15,21,123,297,41,31,85.3,91.9,N,Exceeds,4.6,9.2,62,28,93.6,81.9,11.2,0.0,N,0,2,1.7,0,1,1,4,33,37,9,10,2,12,10,149,87.9
BA00524,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS004,George Wilson,Sarah Mitchell,Early (07:00-15:00),25.0,89,30,23,142,302,42,39,86.4,90.5,N,Exceeds,4.7,9.4,67,13,96.9,84.7,11.5,0.3,Y,1,2,0.5,1,2,2,1,22,34,8,9,2,14,5,178,92.6
BA00525,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS005,Amelia Brown,James Crawford,Early (07:00-15:00),30.0,102,28,10,140,296,53,31,88.8,93.3,N,Exceeds,4.5,9.5,70,15,97.1,87.3,10.3,1.2,Y,1,1,1.3,1,2,1,1,28,22,10,6,5,8,6,206,94.2
BA00526,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS006,Harry Taylor,Priya Sharma,Split (08:00-16:00),37.5,101,20,19,140,313,44,34,93.0,90.9,N,Exceeds,4.6,8.5,42,14,92.5,79.6,8.7,1.1,Y,0,1,0.6,2,1,0,2,18,44,12,8,2,16,13,378,89.1
BA00527,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS007,Sophie Johnson,Sarah Mitchell,Early (07:00-15:00),37.5,115,23,12,150,281,58,25,92.2,89.5,N,Meets,4.6,8.0,28,14,98.0,79.6,10.1,0.6,Y,0,2,2.0,2,0,0,1,25,32,17,9,2,20,13,346,85.5
BA00528,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS008,Jack Roberts,James Crawford,Standard (09:00-17:00),37.5,97,30,12,139,285,55,36,85.8,91.7,N,Exceeds,4.2,9.1,59,26,93.1,83.7,8.1,0.8,Y,1,2,1.1,0,2,1,3,29,22,7,4,6,16,13,199,90.1
BA00529,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS009,Isabella Martin,Priya Sharma,Early (07:00-15:00),30.0,115,30,20,165,292,44,26,91.7,92.3,N,Exceeds,4.2,9.3,64,21,96.0,88.0,12.2,0.4,Y,1,1,0.9,3,2,1,1,31,31,6,10,4,19,9,348,83.3
BA00530,08/12/2025,December 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS010,William Jackson,Sarah Mitchell,Standard (09:00-17:00),25.0,103,25,15,143,272,38,33,90.9,88.8,N,Meets,4.4,9.4,67,15,93.1,80.1,12.8,0.9,Y,0,1,0.9,0,2,2,6,32,38,18,7,6,18,9,191,93.7
BA00531,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC001,Liam White,Tom Blackwood,Split (08:00-16:00),37.5,77,16,14,107,345,58,30,79.1,82.9,N,Meets,4.2,7.8,22,17,94.5,79.5,10.6,0.3,Y,0,1,0.6,1,0,0,3,30,40,5,3,4,9,6,176,86.3
BA00532,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC002,Grace Hall,Claire Atkinson,Split (08:00-16:00),30.0,107,15,14,136,297,55,65,80.4,89.8,Y,Meets,4.2,8.2,34,19,93.3,77.1,13.2,1.6,Y,1,1,1.1,4,2,2,5,30,27,8,6,5,19,5,305,79.6
BA00533,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC003,Noah Clark,Kevin Foster,Late (13:00-21:00),37.5,106,12,9,127,326,58,37,87.7,83.8,N,Meets,4.0,7.6,17,21,88.3,86.0,14.5,0.3,Y,2,1,1.5,1,2,2,3,20,21,13,3,6,9,5,97,81.8
BA00534,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC004,Emily Lewis,Tom Blackwood,Standard (09:00-17:00),25.0,96,15,15,126,311,52,63,84.8,85.3,N,Meets,4.2,8.6,45,13,94.9,76.6,12.3,1.7,Y,0,1,1.2,2,0,0,5,13,26,4,9,4,8,4,120,86.5
BA00535,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC005,Ethan Lee,Claire Atkinson,Split (08:00-16:00),37.5,108,16,11,135,285,55,63,78.7,86.3,N,Meets,4.2,8.9,53,14,93.2,79.9,14.1,0.6,Y,1,2,1.9,2,1,1,3,27,25,11,5,1,18,7,338,81.4
BA00536,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC006,Mia Walker,Kevin Foster,Late (13:00-21:00),37.5,110,20,18,148,340,61,63,86.0,83.0,N,Meets,4.3,7.4,11,10,88.5,85.5,10.6,0.5,Y,1,2,1.7,4,2,2,8,30,34,6,10,5,6,6,100,80.6
BA00537,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC007,Lucas Allen,Tom Blackwood,Standard (09:00-17:00),37.5,110,18,17,145,312,48,47,83.9,89.2,N,Meets,4.3,8.1,31,20,94.7,81.6,13.4,1.5,Y,0,2,1.2,1,1,0,3,22,19,9,8,4,18,7,362,80.7
BA00538,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC008,Ava Scott,Claire Atkinson,Early (07:00-15:00),37.5,89,18,16,123,314,53,64,88.0,82.4,Y,Meets,3.9,7.3,8,20,95.9,81.0,14.3,0.8,Y,0,1,0.8,0,1,0,2,20,18,13,9,1,10,14,320,88.5
BA00539,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC009,Mason Young,Kevin Foster,Split (08:00-16:00),37.5,80,17,11,108,333,47,32,82.8,88.3,N,Meets,4.1,7.4,11,12,93.3,82.7,10.0,1.1,Y,1,1,1.7,2,2,2,2,14,34,13,6,5,10,4,308,85.7
BA00540,08/12/2025,December 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC010,Isla King,Tom Blackwood,Late (13:00-21:00),37.5,97,24,15,136,327,48,42,79.7,87.7,N,Meets,4.0,7.5,14,21,88.4,77.0,15.0,2.0,Y,0,1,0.9,0,0,0,7,26,25,13,5,1,7,7,277,84.8
BA00541,08/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN001,Jayson Dela Cruz,Gemma Ocampo,Late (13:00-21:00),37.5,99,20,25,144,299,62,46,80.2,81.7,N,Meets,4.3,6.7,-8,11,86.8,77.7,12.4,0.9,Y,1,1,1.9,2,1,1,6,26,38,11,10,5,14,8,286,78.8
BA00542,08/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN002,Rosalie Mendoza,Ronald Sy,Split (08:00-16:00),30.0,114,20,18,152,297,51,60,75.5,86.1,N,Meets,4.2,7.6,17,17,94.3,85.6,12.7,0.8,Y,2,1,2.8,2,3,2,3,27,31,9,4,1,13,5,197,85.1
BA00543,08/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN003,Brian Santos,Aileen Tan,Early (07:00-15:00),37.5,88,13,13,114,338,61,69,73.1,85.5,N,Meets,3.9,8.0,28,18,87.2,78.0,14.6,0.6,Y,0,1,2.6,2,0,0,3,26,20,12,9,1,11,13,199,73.2
BA00544,08/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN004,Christine Reyes,Gemma Ocampo,Early (07:00-15:00),30.0,100,17,17,134,298,69,36,82.4,80.1,N,Meets,4.2,8.9,53,11,88.9,84.3,16.8,0.1,Y,2,1,1.2,2,2,0,9,13,30,11,7,1,17,13,251,86.5
BA00545,08/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN005,Mark Villanueva,Ronald Sy,Late (13:00-21:00),25.0,81,21,16,118,332,69,53,75.1,85.0,N,Meets,3.8,7.3,8,12,91.4,82.3,14.9,2.0,Y,1,3,2.8,1,0,0,4,15,25,11,2,3,11,10,70,79.6
BA00546,08/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN006,Patricia Torres,Aileen Tan,Late (13:00-21:00),30.0,109,10,13,132,306,56,68,75.3,86.4,N,Meets,3.8,6.6,-11,16,91.1,78.6,12.9,0.9,Y,1,3,1.5,3,2,0,7,11,27,7,4,5,11,3,201,82.7
BA00547,08/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN007,Roberto Garcia,Gemma Ocampo,Standard (09:00-17:00),25.0,110,10,25,145,362,50,43,72.8,80.2,N,Meets,3.9,7.5,14,10,94.4,85.5,13.5,2.0,Y,2,1,2.8,5,3,2,2,18,36,14,6,6,7,11,181,79.5
BA00548,08/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN008,Marisol Bautista,Ronald Sy,Early (07:00-15:00),37.5,95,18,18,131,303,49,60,79.4,82.4,N,Meets,3.9,8.4,39,12,90.7,83.1,16.0,1.0,Y,1,2,1.6,1,0,0,5,23,38,5,7,6,16,11,170,75.2
BA00549,08/12/2025,December 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN009,Eduardo Castillo,Aileen Tan,Standard (09:00-17:00),37.5,99,22,20,141,315,56,58,81.1,86.3,N,Meets,4.3,8.6,45,10,87.7,84.7,16.3,2.4,Y,1,2,2.1,2,3,2,6,16,16,13,3,4,11,7,165,83.9
